ID,TARGET
150877,0.26
150878,0.11
150879,0.18
150880,0.07
150881,0.15
150882,0.33
150883,0.05
150884,0.32
150885,0.16
150886,0.46
150887,0.05
150888,0.24
150889,0.24
150890,0.34
150891,0.04
150892,0.22
150893,0.08
150894,0.15
150895,0.2
150896,0.43
150897,0.46
150898,0.02
150899,0.13
150900,0.27
150901,0.39
150902,0.07
150903,0.06
150904,0.1
150905,0.12
150906,0.26
150907,0.09
150908,0.17
150909,0.4
150910,0.4
150911,0.25
150912,0.1
150913,0.01
150914,0.63
150915,0.12
150916,0.33
150917,0.13
150918,0.19
150919,0.02
150920,0.08
150921,0.05
150922,0.02
150923,0.11
150924,0.09
150925,0.05
150926,0.02
150927,0.4
150928,0.0
150929,0.01
150930,0.55
150931,0.3
150932,0.22
150933,0.14
150934,0.3
150935,0.04
150936,0.24
150937,0.14
150938,0.18
150939,0.05
150940,0.2
150941,0.53
150942,0.43
150943,0.04
150944,0.13
150945,0.2
150946,0.18
150947,0.23
150948,0.18
150949,0.18
150950,0.0
150951,0.17
150952,0.07
150953,0.04
150954,0.13
150955,0.24
150956,0.3
150957,0.02
150958,0.04
150959,0.09
150960,0.14
150961,0.4
150962,0.15
150963,0.04
150964,0.24
150965,0.05
150966,0.12
150967,0.15
150968,0.12
150969,0.34
150970,0.42
150971,0.09
150972,0.27
150973,0.15
150974,0.06
150975,0.3
150976,0.1
150977,0.02
150978,0.08
150979,0.3
150980,0.05
150981,0.19
150982,0.02
150983,0.06
150984,0.08
150985,0.01
150986,0.12
150987,0.1
150988,0.22
150989,0.16
150990,0.17
150991,0.12
150992,0.11
150993,0.02
150994,0.08
150995,0.08
150996,0.34
150997,0.04
150998,0.6
150999,0.18
151000,0.23
151001,0.32
151002,0.32
151003,0.19
151004,0.14
151005,0.27
151006,0.07
151007,0.03
151008,0.19
151009,0.13
151010,0.33
151011,0.58
151012,0.16
151013,0.09
151014,0.23
151015,0.06
151016,0.12
151017,0.03
151018,0.22
151019,0.02
151020,0.07
151021,0.2
151022,0.01
151023,0.23
151024,0.1
151025,0.11
151026,0.15
151027,0.31
151028,0.57
151029,0.1
151030,0.07
151031,0.02
151032,0.4
151033,0.05
151034,0.04
151035,0.12
151036,0.29
151037,0.03
151038,0.0
151039,0.32
151040,0.19
151041,0.19
151042,0.11
151043,0.06
151044,0.23
151045,0.44
151046,0.36
151047,0.1
151048,0.06
151049,0.05
151050,0.07
151051,0.12
151052,0.25
151053,0.15
151054,0.29
151055,0.04
151056,0.05
151057,0.03
151058,0.15
151059,0.01
151060,0.07
151061,0.08
151062,0.01
151063,0.26
151064,0.07
151065,0.09
151066,0.13
151067,0.08
151068,0.16
151069,0.06
151070,0.12
151071,0.27
151072,0.24
151073,0.24
151074,0.19
151075,0.07
151076,0.06
151077,0.09
151078,0.12
151079,0.27
151080,0.05
151081,0.16
151082,0.11
151083,0.46
151084,0.15
151085,0.19
151086,0.07
151087,0.33
151088,0.19
151089,0.06
151090,0.23
151091,0.07
151092,0.02
151093,0.07
151094,0.08
151095,0.05
151096,0.11
151097,0.1
151098,0.31
151099,0.02
151100,0.11
151101,0.35
151102,0.05
151103,0.08
151104,0.04
151105,0.06
151106,0.2
151107,0.68
151108,0.14
151109,0.2
151110,0.54
151111,0.07
151112,0.08
151113,0.37
151114,0.23
151115,0.03
151116,0.05
151117,0.12
151118,0.06
151119,0.2
151120,0.03
151121,0.28
151122,0.47
151123,0.15
151124,0.22
151125,0.05
151126,0.1
151127,0.04
151128,0.22
151129,0.04
151130,0.13
151131,0.53
151132,0.08
151133,0.58
151134,0.28
151135,0.07
151136,0.14
151137,0.11
151138,0.09
151139,0.49
151140,0.09
151141,0.03
151142,0.41
151143,0.22
151144,0.24
151145,0.05
151146,0.18
151147,0.07
151148,0.06
151149,0.09
151150,0.27
151151,0.03
151152,0.25
151153,0.29
151154,0.06
151155,0.1
151156,0.07
151157,0.44
151158,0.16
151159,0.07
151160,0.18
151161,0.05
151162,0.11
151163,0.22
151164,0.09
151165,0.07
151166,0.06
151167,0.23
151168,0.09
151169,0.07
151170,0.13
151171,0.16
151172,0.1
151173,0.12
151174,0.22
151175,0.63
151176,0.18
151177,0.05
151178,0.13
151179,0.27
151180,0.09
151181,0.21
151182,0.31
151183,0.15
151184,0.26
151185,0.23
151186,0.11
151187,0.23
151188,0.24
151189,0.17
151190,0.05
151191,0.22
151192,0.13
151193,0.12
151194,0.12
151195,0.25
151196,0.47
151197,0.26
151198,0.08
151199,0.06
151200,0.18
151201,0.03
151202,0.03
151203,0.08
151204,0.17
151205,0.04
151206,0.06
151207,0.2
151208,0.23
151209,0.23
151210,0.08
151211,0.15
151212,0.18
151213,0.54
151214,0.02
151215,0.33
151216,0.56
151217,0.11
151218,0.26
151219,0.35
151220,0.08
151221,0.69
151222,0.14
151223,0.03
151224,0.19
151225,0.22
151226,0.1
151227,0.5
151228,0.06
151229,0.0
151230,0.25
151231,0.05
151232,0.14
151233,0.12
151234,0.09
151235,0.31
151236,0.19
151237,0.03
151238,0.02
151239,0.19
151240,0.37
151241,0.3
151242,0.17
151243,0.13
151244,0.18
151245,0.23
151246,0.26
151247,0.03
151248,0.26
151249,0.04
151250,0.03
151251,0.18
151252,0.11
151253,0.25
151254,0.14
151255,0.08
151256,0.11
151257,0.12
151258,0.05
151259,0.12
151260,0.18
151261,0.19
151262,0.14
151263,0.08
151264,0.06
151265,0.1
151266,0.25
151267,0.1
151268,0.13
151269,0.18
151270,0.1
151271,0.04
151272,0.12
151273,0.02
151274,0.07
151275,0.28
151276,0.05
151277,0.57
151278,0.11
151279,0.27
151280,0.04
151281,0.1
151282,0.23
151283,0.24
151284,0.02
151285,0.14
151286,0.05
151287,0.29
151288,0.27
151289,0.11
151290,0.26
151291,0.11
151292,0.1
151293,0.13
151294,0.29
151295,0.05
151296,0.16
151297,0.24
151298,0.02
151299,0.06
151300,0.08
151301,0.18
151302,0.19
151303,0.16
151304,0.03
151305,0.13
151306,0.05
151307,0.14
151308,0.17
151309,0.14
151310,0.33
151311,0.22
151312,0.19
151313,0.18
151314,0.01
151315,0.01
151316,0.03
151317,0.05
151318,0.31
151319,0.35
151320,0.16
151321,0.1
151322,0.19
151323,0.34
151324,0.14
151325,0.08
151326,0.11
151327,0.22
151328,0.44
151329,0.31
151330,0.06
151331,0.15
151332,0.11
151333,0.21
151334,0.25
151335,0.2
151336,0.08
151337,0.11
151338,0.05
151339,0.15
151340,0.07
151341,0.07
151342,0.27
151343,0.25
151344,0.42
151345,0.27
151346,0.07
151347,0.18
151348,0.32
151349,0.03
151350,0.05
151351,0.09
151352,0.37
151353,0.36
151354,0.35
151355,0.03
151356,0.27
151357,0.12
151358,0.22
151359,0.12
151360,0.3
151361,0.07
151362,0.04
151363,0.08
151364,0.34
151365,0.03
151366,0.06
151367,0.05
151368,0.52
151369,0.13
151370,0.2
151371,0.12
151372,0.08
151373,0.11
151374,0.32
151375,0.23
151376,0.16
151377,0.15
151378,0.34
151379,0.5
151380,0.07
151381,0.23
151382,0.15
151383,0.05
151384,0.2
151385,0.12
151386,0.04
151387,0.12
151388,0.35
151389,0.06
151390,0.14
151391,0.14
151392,0.13
151393,0.28
151394,0.08
151395,0.2
151396,0.1
151397,0.02
151398,0.29
151399,0.09
151400,0.56
151401,0.23
151402,0.28
151403,0.29
151404,0.06
151405,0.17
151406,0.25
151407,0.16
151408,0.15
151409,0.1
151410,0.0
151411,0.15
151412,0.17
151413,0.19
151414,0.08
151415,0.13
151416,0.06
151417,0.1
151418,0.03
151419,0.02
151420,0.03
151421,0.36
151422,0.73
151423,0.21
151424,0.35
151425,0.26
151426,0.34
151427,0.04
151428,0.03
151429,0.07
151430,0.16
151431,0.28
151432,0.14
151433,0.26
151434,0.03
151435,0.08
151436,0.1
151437,0.07
151438,0.26
151439,0.31
151440,0.25
151441,0.06
151442,0.19
151443,0.08
151444,0.07
151445,0.2
151446,0.11
151447,0.19
151448,0.2
151449,0.03
151450,0.05
151451,0.13
151452,0.18
151453,0.21
151454,0.11
151455,0.15
151456,0.1
151457,0.27
151458,0.29
151459,0.29
151460,0.32
151461,0.35
151462,0.11
151463,0.12
151464,0.17
151465,0.08
151466,0.17
151467,0.09
151468,0.03
151469,0.02
151470,0.12
151471,0.21
151472,0.32
151473,0.26
151474,0.16
151475,0.09
151476,0.16
151477,0.24
151478,0.29
151479,0.2
151480,0.19
151481,0.19
151482,0.11
151483,0.39
151484,0.15
151485,0.1
151486,0.13
151487,0.13
151488,0.13
151489,0.17
151490,0.09
151491,0.04
151492,0.06
151493,0.36
151494,0.01
151495,0.63
151496,0.01
151497,0.04
151498,0.23
151499,0.1
151500,0.25
151501,0.44
151502,0.11
151503,0.18
151504,0.16
151505,0.29
151506,0.2
151507,0.2
151508,0.38
151509,0.26
151510,0.42
151511,0.09
151512,0.03
151513,0.34
151514,0.35
151515,0.08
151516,0.17
151517,0.29
151518,0.23
151519,0.27
151520,0.01
151521,0.17
151522,0.16
151523,0.45
151524,0.51
151525,0.07
151526,0.06
151527,0.24
151528,0.27
151529,0.27
151530,0.1
151531,0.16
151532,0.01
151533,0.27
151534,0.21
151535,0.09
151536,0.04
151537,0.07
151538,0.07
151539,0.11
151540,0.18
151541,0.04
151542,0.12
151543,0.14
151544,0.24
151545,0.2
151546,0.3
151547,0.06
151548,0.05
151549,0.22
151550,0.23
151551,0.06
151552,0.02
151553,0.32
151554,0.03
151555,0.11
151556,0.17
151557,0.42
151558,0.06
151559,0.18
151560,0.04
151561,0.31
151562,0.08
151563,0.04
151564,0.11
151565,0.11
151566,0.06
151567,0.55
151568,0.19
151569,0.22
151570,0.14
151571,0.06
151572,0.2
151573,0.15
151574,0.44
151575,0.04
151576,0.48
151577,0.04
151578,0.02
151579,0.21
151580,0.09
151581,0.2
151582,0.06
151583,0.09
151584,0.03
151585,0.1
151586,0.14
151587,0.23
151588,0.1
151589,0.03
151590,0.08
151591,0.14
151592,0.06
151593,0.14
151594,0.07
151595,0.09
151596,0.24
151597,0.11
151598,0.11
151599,0.05
151600,0.66
151601,0.12
151602,0.23
151603,0.23
151604,0.02
151605,0.01
151606,0.09
151607,0.21
151608,0.06
151609,0.2
151610,0.06
151611,0.19
151612,0.03
151613,0.09
151614,0.14
151615,0.12
151616,0.04
151617,0.05
151618,0.14
151619,0.05
151620,0.25
151621,0.07
151622,0.13
151623,0.07
151624,0.09
151625,0.53
151626,0.37
151627,0.22
151628,0.08
151629,0.02
151630,0.07
151631,0.13
151632,0.18
151633,0.06
151634,0.17
151635,0.18
151636,0.48
151637,0.37
151638,0.43
151639,0.04
151640,0.56
151641,0.19
151642,0.3
151643,0.13
151644,0.14
151645,0.09
151646,0.09
151647,0.05
151648,0.06
151649,0.06
151650,0.07
151651,0.05
151652,0.53
151653,0.03
151654,0.17
151655,0.35
151656,0.13
151657,0.12
151658,0.08
151659,0.05
151660,0.22
151661,0.07
151662,0.09
151663,0.45
151664,0.21
151665,0.2
151666,0.05
151667,0.22
151668,0.1
151669,0.2
151670,0.1
151671,0.05
151672,0.23
151673,0.05
151674,0.15
151675,0.12
151676,0.06
151677,0.16
151678,0.03
151679,0.14
151680,0.07
151681,0.07
151682,0.1
151683,0.31
151684,0.11
151685,0.32
151686,0.07
151687,0.29
151688,0.13
151689,0.19
151690,0.3
151691,0.02
151692,0.05
151693,0.18
151694,0.03
151695,0.18
151696,0.06
151697,0.17
151698,0.14
151699,0.11
151700,0.07
151701,0.14
151702,0.17
151703,0.14
151704,0.09
151705,0.16
151706,0.01
151707,0.08
151708,0.24
151709,0.25
151710,0.15
151711,0.16
151712,0.19
151713,0.19
151714,0.13
151715,0.19
151716,0.17
151717,0.13
151718,0.03
151719,0.04
151720,0.09
151721,0.23
151722,0.16
151723,0.09
151724,0.03
151725,0.1
151726,0.12
151727,0.21
151728,0.15
151729,0.29
151730,0.18
151731,0.17
151732,0.1
151733,0.12
151734,0.05
151735,0.1
151736,0.01
151737,0.02
151738,0.06
151739,0.11
151740,0.11
151741,0.13
151742,0.12
151743,0.03
151744,0.13
151745,0.24
151746,0.14
151747,0.0
151748,0.39
151749,0.22
151750,0.01
151751,0.05
151752,0.06
151753,0.01
151754,0.18
151755,0.05
151756,0.16
151757,0.52
151758,0.11
151759,0.48
151760,0.29
151761,0.08
151762,0.24
151763,0.27
151764,0.13
151765,0.05
151766,0.1
151767,0.02
151768,0.23
151769,0.04
151770,0.12
151771,0.52
151772,0.26
151773,0.17
151774,0.15
151775,0.27
151776,0.15
151777,0.15
151778,0.03
151779,0.1
151780,0.04
151781,0.45
151782,0.14
151783,0.17
151784,0.07
151785,0.05
151786,0.06
151787,0.05
151788,0.09
151789,0.07
151790,0.26
151791,0.26
151792,0.09
151793,0.23
151794,0.03
151795,0.18
151796,0.15
151797,0.1
151798,0.08
151799,0.19
151800,0.11
151801,0.09
151802,0.02
151803,0.32
151804,0.1
151805,0.16
151806,0.36
151807,0.24
151808,0.22
151809,0.31
151810,0.17
151811,0.06
151812,0.22
151813,0.41
151814,0.25
151815,0.13
151816,0.11
151817,0.04
151818,0.18
151819,0.16
151820,0.1
151821,0.19
151822,0.25
151823,0.1
151824,0.04
151825,0.07
151826,0.2
151827,0.12
151828,0.17
151829,0.25
151830,0.11
151831,0.04
151832,0.01
151833,0.17
151834,0.6
151835,0.04
151836,0.07
151837,0.21
151838,0.25
151839,0.1
151840,0.14
151841,0.04
151842,0.09
151843,0.04
151844,0.35
151845,0.12
151846,0.07
151847,0.27
151848,0.24
151849,0.1
151850,0.07
151851,0.18
151852,0.04
151853,0.14
151854,0.06
151855,0.41
151856,0.1
151857,0.11
151858,0.43
151859,0.09
151860,0.14
151861,0.02
151862,0.41
151863,0.11
151864,0.13
151865,0.12
151866,0.18
151867,0.2
151868,0.08
151869,0.02
151870,0.02
151871,0.12
151872,0.08
151873,0.17
151874,0.05
151875,0.21
151876,0.07
151877,0.27
151878,0.16
151879,0.29
151880,0.09
151881,0.24
151882,0.08
151883,0.11
151884,0.29
151885,0.07
151886,0.16
151887,0.25
151888,0.06
151889,0.38
151890,0.18
151891,0.13
151892,0.1
151893,0.16
151894,0.38
151895,0.01
151896,0.19
151897,0.07
151898,0.03
151899,0.36
151900,0.13
151901,0.17
151902,0.11
151903,0.1
151904,0.19
151905,0.15
151906,0.08
151907,0.08
151908,0.23
151909,0.1
151910,0.11
151911,0.14
151912,0.18
151913,0.13
151914,0.1
151915,0.19
151916,0.12
151917,0.19
151918,0.09
151919,0.32
151920,0.04
151921,0.4
151922,0.12
151923,0.15
151924,0.03
151925,0.07
151926,0.41
151927,0.1
151928,0.46
151929,0.09
151930,0.06
151931,0.12
151932,0.2
151933,0.13
151934,0.11
151935,0.12
151936,0.06
151937,0.08
151938,0.12
151939,0.14
151940,0.18
151941,0.22
151942,0.04
151943,0.05
151944,0.1
151945,0.13
151946,0.31
151947,0.07
151948,0.21
151949,0.07
151950,0.29
151951,0.47
151952,0.29
151953,0.08
151954,0.23
151955,0.04
151956,0.08
151957,0.18
151958,0.23
151959,0.63
151960,0.45
151961,0.18
151962,0.06
151963,0.05
151964,0.1
151965,0.12
151966,0.25
151967,0.13
151968,0.25
151969,0.34
151970,0.08
151971,0.04
151972,0.3
151973,0.09
151974,0.08
151975,0.5
151976,0.23
151977,0.14
151978,0.23
151979,0.04
151980,0.06
151981,0.14
151982,0.23
151983,0.18
151984,0.11
151985,0.12
151986,0.21
151987,0.23
151988,0.14
151989,0.19
151990,0.11
151991,0.05
151992,0.29
151993,0.15
151994,0.44
151995,0.13
151996,0.04
